id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
386403,Male,73,1,8,1,1-2 Year,No,40881,26,178
386404,Male,29,1,30,1,< 1 Year,No,28095,152,278
386405,Male,27,1,21,1,< 1 Year,No,29669,152,297
386406,Male,24,1,16,1,< 1 Year,No,18445,152,225
386407,Male,21,1,28,0,< 1 Year,Yes,45706,153,184
386408,Male,56,1,28,0,> 2 Years,Yes,47391,26,86
386409,Female,44,1,28,0,1-2 Year,No,44049,122,212
386410,Female,47,1,8,0,> 2 Years,Yes,45796,124,99
386411,Female,23,1,41,1,1-2 Year,Yes,47834,124,83
386412,Male,23,1,41,1,< 1 Year,No,19507,152,110
386413,Female,22,1,27,0,< 1 Year,Yes,29351,152,277
386414,Female,65,1,33,0,1-2 Year,Yes,2630,124,299
386415,Female,48,1,28,0,1-2 Year,Yes,64740,26,239
386416,Male,27,1,28,1,< 1 Year,No,42062,152,44
386417,Female,25,1,46,1,< 1 Year,No,41579,152,193
386418,Female,43,1,46,0,1-2 Year,Yes,2630,156,281
386419,Male,43,1,48,0,> 2 Years,Yes,2630,26,276
386420,Female,50,1,28,0,1-2 Year,Yes,44439,26,249
386421,Female,65,1,28,0,1-2 Year,Yes,32262,26,162
386422,Male,66,1,28,0,1-2 Year,Yes,39927,37,231
386423,Female,75,1,36,0,1-2 Year,No,29980,124,128
386424,Female,31,1,15,1,< 1 Year,No,2630,152,222
386425,Female,28,1,28,1,< 1 Year,No,28032,152,99
386426,Female,48,1,24,0,1-2 Year,Yes,2630,26,294
386427,Female,33,1,28,0,< 1 Year,Yes,56044,122,243
386428,Female,62,1,3,0,1-2 Year,Yes,32470,26,27
386429,Male,26,1,46,1,< 1 Year,No,19691,152,174
386430,Female,24,1,14,0,< 1 Year,Yes,2630,152,299
386431,Male,46,1,9,0,1-2 Year,Yes,39324,124,128
386432,Female,42,1,28,1,1-2 Year,No,26452,26,39
386433,Male,28,1,27,0,< 1 Year,Yes,2630,152,168
386434,Female,24,1,41,1,< 1 Year,No,35452,152,79
386435,Female,37,1,6,1,1-2 Year,No,35910,152,208
386436,Female,36,1,46,1,1-2 Year,No,34398,11,288
386437,Female,27,1,9,1,< 1 Year,No,38803,152,296
386438,Female,30,1,28,0,> 2 Years,Yes,53641,154,54
386439,Male,22,1,29,1,< 1 Year,No,21799,152,234
386440,Male,21,1,6,1,< 1 Year,No,24947,160,244
386441,Female,22,1,27,0,< 1 Year,Yes,32351,26,197
386442,Male,48,1,8,0,1-2 Year,Yes,37118,124,26
386443,Male,25,1,28,1,< 1 Year,No,35137,152,93
386444,Male,23,1,8,1,< 1 Year,No,41528,152,84
386445,Female,22,1,36,0,< 1 Year,No,38989,160,69
386446,Female,40,1,28,0,1-2 Year,Yes,30273,124,87
386447,Female,52,1,8,0,1-2 Year,Yes,74952,7,164
386448,Male,44,1,28,0,1-2 Year,Yes,47374,26,230
386449,Male,35,1,32,1,1-2 Year,No,29596,124,33
386450,Male,70,1,47,0,1-2 Year,Yes,21462,156,153
386451,Male,24,1,9,1,< 1 Year,No,38542,152,291
386452,Male,22,1,33,1,< 1 Year,No,49437,152,140
386453,Male,23,1,14,1,< 1 Year,No,34198,152,53
386454,Male,31,1,29,0,< 1 Year,No,32506,151,257
386455,Male,45,1,41,0,1-2 Year,Yes,20830,15,135
386456,Male,33,1,22,0,1-2 Year,Yes,26873,124,229
386457,Female,26,1,8,0,< 1 Year,No,2630,152,141
386458,Male,30,1,28,1,< 1 Year,No,54542,152,208
386459,Male,45,1,41,1,1-2 Year,No,57209,26,204
386460,Female,42,1,28,0,1-2 Year,Yes,33061,122,270
386461,Male,20,1,46,0,< 1 Year,Yes,31010,160,69
386462,Male,41,1,15,0,1-2 Year,Yes,33525,124,116
386463,Male,22,1,17,0,< 1 Year,No,35534,152,199
386464,Female,47,1,33,0,1-2 Year,Yes,37743,124,10
386465,Female,30,1,28,0,< 1 Year,Yes,44243,26,235
386466,Female,39,1,28,1,1-2 Year,No,38153,124,113
386467,Female,77,1,46,0,> 2 Years,Yes,36986,11,215
386468,Female,43,1,28,0,> 2 Years,Yes,41365,26,27
386469,Female,45,1,8,1,1-2 Year,Yes,28764,154,143
386470,Female,24,1,34,0,1-2 Year,No,21703,124,45
386471,Male,43,1,7,1,1-2 Year,No,29362,124,107
386472,Female,47,1,8,0,1-2 Year,Yes,2630,26,29
386473,Male,40,1,15,0,1-2 Year,No,35185,26,153
386474,Female,48,1,14,1,1-2 Year,No,47374,124,79
386475,Male,50,1,28,0,1-2 Year,Yes,34164,26,188
386476,Female,55,1,46,0,1-2 Year,No,29240,124,30
386477,Female,21,1,8,1,< 1 Year,No,42333,160,114
386478,Female,22,1,46,0,1-2 Year,Yes,2630,124,69
386479,Male,59,1,16,0,1-2 Year,Yes,2630,26,216
386480,Male,46,1,28,1,1-2 Year,No,43559,26,172
386481,Male,71,1,46,1,1-2 Year,No,52243,11,289
386482,Female,38,1,8,0,1-2 Year,Yes,2630,156,91
386483,Female,44,1,47,0,1-2 Year,Yes,24016,124,219
386484,Male,39,1,28,0,1-2 Year,Yes,44076,26,104
386485,Female,50,1,46,0,1-2 Year,Yes,25211,124,295
386486,Male,64,1,28,1,1-2 Year,No,50821,52,270
386487,Female,50,1,3,0,1-2 Year,Yes,28360,124,122
386488,Male,20,1,28,0,1-2 Year,Yes,2630,26,18
386489,Female,68,1,27,1,1-2 Year,Yes,27949,124,25
386490,Male,24,1,28,1,< 1 Year,No,49148,152,58
386491,Female,24,1,41,1,< 1 Year,Yes,2630,152,209
386492,Female,22,1,41,0,< 1 Year,No,44504,152,166
386493,Female,36,1,46,1,1-2 Year,No,20041,91,24
386494,Male,42,1,28,0,> 2 Years,Yes,41624,163,165
386495,Male,52,1,28,1,1-2 Year,No,35348,124,105
386496,Male,21,1,36,1,< 1 Year,No,2630,152,189
386497,Female,43,1,11,0,1-2 Year,Yes,25419,124,262
386498,Male,52,1,29,1,1-2 Year,No,58433,124,275
386499,Male,26,1,8,1,< 1 Year,No,45595,152,19
386500,Female,22,1,3,1,< 1 Year,No,59455,152,198
386501,Male,41,1,41,1,1-2 Year,No,25851,7,182
386502,Male,52,1,28,0,1-2 Year,Yes,2630,156,46
386503,Female,25,1,36,1,< 1 Year,No,42154,152,284
386504,Male,36,1,6,0,1-2 Year,Yes,26857,124,284
386505,Female,24,1,29,1,< 1 Year,No,38253,152,46
386506,Female,50,1,33,0,1-2 Year,Yes,34995,124,191
386507,Male,35,1,10,0,1-2 Year,Yes,27561,26,216
386508,Female,21,1,37,1,< 1 Year,No,30197,152,81
386509,Female,23,1,10,1,< 1 Year,No,34102,152,238
386510,Female,26,1,16,1,< 1 Year,No,27349,152,145
386511,Male,66,1,8,1,1-2 Year,No,34316,7,132
386512,Male,23,1,50,1,< 1 Year,No,48279,152,213
386513,Male,33,1,6,0,< 1 Year,Yes,2630,124,236
386514,Male,21,1,17,1,< 1 Year,No,57910,160,87
386515,Female,26,1,28,0,< 1 Year,Yes,38012,152,288
386516,Female,43,1,28,0,1-2 Year,No,29038,13,98
386517,Male,30,1,4,1,< 1 Year,No,31181,152,270
386518,Female,21,1,11,1,< 1 Year,No,32281,160,158
386519,Female,24,1,6,1,< 1 Year,No,27404,152,241
386520,Male,58,1,11,0,1-2 Year,Yes,38853,26,138
386521,Male,27,1,46,1,< 1 Year,No,42655,152,298
386522,Female,69,1,28,0,1-2 Year,Yes,55199,26,263
386523,Female,56,1,28,0,1-2 Year,Yes,34477,24,221
386524,Female,31,1,33,1,< 1 Year,No,34141,152,193
386525,Female,24,1,17,1,< 1 Year,No,34863,152,152
386526,Male,70,1,35,0,1-2 Year,Yes,29916,124,185
386527,Male,27,1,28,1,< 1 Year,No,53037,152,31
386528,Male,28,1,28,0,< 1 Year,Yes,33520,152,126
386529,Female,23,1,46,1,< 1 Year,No,20884,152,168
386530,Female,65,1,8,1,1-2 Year,No,42222,124,288
386531,Female,44,1,3,1,1-2 Year,No,21459,160,214
386532,Male,47,1,28,0,> 2 Years,Yes,62493,26,178
386533,Male,55,1,28,0,1-2 Year,No,2630,26,281
386534,Male,23,1,46,1,< 1 Year,No,24706,152,140
386535,Female,42,1,28,0,1-2 Year,Yes,52163,26,134
386536,Male,37,1,50,0,1-2 Year,Yes,31383,152,89
386537,Male,48,1,43,0,1-2 Year,Yes,42797,124,194
386538,Female,21,1,28,0,< 1 Year,Yes,28118,152,220
386539,Male,44,1,9,1,1-2 Year,No,27610,124,69
386540,Female,26,1,8,1,< 1 Year,No,2630,26,161
386541,Male,44,1,31,1,1-2 Year,No,2630,9,207
386542,Female,21,1,7,0,< 1 Year,Yes,58869,160,273
386543,Female,43,1,46,0,1-2 Year,Yes,29579,26,291
386544,Male,38,1,29,1,1-2 Year,No,27734,124,18
386545,Female,22,1,11,1,< 1 Year,No,34925,152,274
386546,Male,47,1,8,0,1-2 Year,Yes,44076,26,129
386547,Male,52,1,33,1,1-2 Year,No,27333,157,59
386548,Female,23,1,30,1,< 1 Year,No,41249,152,263
386549,Male,44,1,46,0,1-2 Year,Yes,29977,124,154
386550,Male,46,1,28,0,1-2 Year,Yes,25313,124,132
386551,Male,63,1,2,0,1-2 Year,Yes,36106,124,112
386552,Male,22,1,28,0,1-2 Year,Yes,45758,154,93
386553,Female,68,1,26,1,1-2 Year,No,2630,22,67
386554,Female,25,1,47,0,< 1 Year,Yes,37790,152,212
386555,Female,25,1,33,1,< 1 Year,No,30497,152,260
386556,Male,46,1,28,0,1-2 Year,Yes,42343,26,210
386557,Male,26,1,10,1,< 1 Year,No,2630,152,127
386558,Female,69,1,28,1,1-2 Year,No,29204,26,239
386559,Female,42,1,30,1,1-2 Year,Yes,29280,26,165
386560,Male,46,1,23,0,1-2 Year,Yes,22398,124,209
386561,Male,40,1,28,0,1-2 Year,Yes,39599,26,52
386562,Male,53,1,8,1,1-2 Year,No,53119,124,18
386563,Male,30,1,40,0,1-2 Year,No,30312,124,32
386564,Male,40,1,28,1,1-2 Year,No,41960,124,83
386565,Female,37,1,28,0,1-2 Year,Yes,33639,30,257
386566,Female,46,1,8,1,1-2 Year,No,32962,26,51
386567,Female,23,1,37,1,< 1 Year,No,31071,152,113
386568,Female,23,1,12,1,< 1 Year,No,27307,152,73
386569,Female,29,1,28,0,< 1 Year,Yes,34282,26,141
386570,Female,44,1,28,0,1-2 Year,Yes,23925,26,141
386571,Male,25,1,47,0,< 1 Year,Yes,38832,152,284
386572,Female,52,1,8,0,1-2 Year,Yes,36813,124,94
386573,Male,51,1,48,0,1-2 Year,Yes,2630,15,173
386574,Male,22,1,18,1,< 1 Year,No,2630,156,42
386575,Female,49,1,28,0,1-2 Year,Yes,68966,122,69
386576,Female,27,1,33,1,< 1 Year,No,56645,151,217
386577,Male,24,1,41,1,< 1 Year,No,26696,152,60
386578,Male,27,1,28,1,< 1 Year,No,23501,152,120
386579,Male,30,1,28,1,1-2 Year,No,2630,26,291
386580,Male,47,1,28,1,1-2 Year,No,39007,26,174
386581,Male,45,1,28,0,1-2 Year,Yes,39307,26,15
386582,Female,62,1,7,1,1-2 Year,No,2630,124,87
386583,Male,21,1,36,1,< 1 Year,No,52630,163,64
386584,Male,43,1,28,0,1-2 Year,Yes,28691,124,59
386585,Male,33,1,10,0,< 1 Year,Yes,24008,124,211
386586,Female,23,1,8,1,< 1 Year,No,66648,152,134
386587,Male,40,1,47,1,1-2 Year,No,28131,113,105
386588,Female,28,1,8,0,< 1 Year,Yes,2630,152,139
386589,Female,24,1,8,0,< 1 Year,Yes,32652,152,190
386590,Female,26,1,14,1,< 1 Year,No,2630,26,12
386591,Female,78,1,28,1,1-2 Year,No,44009,26,226
386592,Male,26,1,46,0,1-2 Year,No,2630,26,158
386593,Female,65,1,38,0,1-2 Year,Yes,50589,124,256
386594,Male,38,1,46,0,1-2 Year,No,2630,154,259
386595,Male,62,1,28,0,> 2 Years,Yes,52679,26,124
386596,Female,23,1,45,1,< 1 Year,No,42524,152,83
386597,Female,62,1,0,0,1-2 Year,No,2630,122,85
386598,Male,62,1,8,0,1-2 Year,Yes,41423,26,239
386599,Female,26,1,28,1,< 1 Year,No,62377,152,217
386600,Female,22,1,6,1,< 1 Year,No,38799,152,226
386601,Male,49,1,39,1,1-2 Year,No,32139,124,282
386602,Female,45,1,28,0,1-2 Year,Yes,27153,26,129
386603,Female,64,1,48,0,1-2 Year,Yes,2630,26,205
386604,Male,29,1,50,0,< 1 Year,Yes,2630,152,106
386605,Female,43,1,36,0,1-2 Year,Yes,25679,124,79
386606,Male,51,1,8,0,1-2 Year,Yes,45631,157,206
386607,Female,23,1,28,0,< 1 Year,Yes,42825,152,56
386608,Female,53,1,28,0,1-2 Year,Yes,2630,26,39
386609,Male,55,1,46,0,1-2 Year,Yes,2630,91,48
386610,Female,36,1,28,0,1-2 Year,No,2630,156,227
386611,Female,52,1,50,1,1-2 Year,No,2630,26,167
386612,Male,23,1,2,1,< 1 Year,No,24327,152,184
386613,Male,24,1,3,0,1-2 Year,Yes,36172,26,110
386614,Male,67,1,16,0,1-2 Year,Yes,2630,124,72
386615,Female,25,1,28,0,< 1 Year,Yes,29901,152,27
386616,Male,21,1,37,0,< 1 Year,Yes,31982,160,142
386617,Male,79,1,46,1,1-2 Year,No,2630,26,121
386618,Male,31,1,28,0,< 1 Year,Yes,44347,124,89
386619,Male,34,1,28,0,< 1 Year,Yes,2630,151,160
386620,Male,44,1,28,0,1-2 Year,Yes,48133,163,249
386621,Female,42,1,0,0,1-2 Year,Yes,2630,7,124
386622,Male,33,1,14,1,< 1 Year,No,29947,152,153
386623,Male,21,1,8,1,< 1 Year,No,33913,160,18
386624,Male,72,1,47,0,1-2 Year,Yes,31727,26,35
386625,Male,72,1,28,1,1-2 Year,No,2630,26,40
386626,Female,31,1,28,0,1-2 Year,Yes,34765,157,187
386627,Female,31,1,28,0,< 1 Year,Yes,63777,124,146
386628,Female,23,1,28,0,< 1 Year,Yes,59437,152,280
386629,Male,28,1,41,1,< 1 Year,No,30098,152,23
386630,Female,25,1,46,1,< 1 Year,No,32983,160,295
386631,Male,45,1,3,1,1-2 Year,No,27108,29,232
386632,Female,20,1,16,1,< 1 Year,No,26852,160,252
386633,Male,48,1,28,1,1-2 Year,No,63629,124,214
386634,Female,45,1,28,0,1-2 Year,Yes,41779,26,240
386635,Female,33,1,21,1,< 1 Year,No,2630,152,65
386636,Male,21,1,8,0,< 1 Year,Yes,30486,160,245
386637,Female,25,1,46,0,< 1 Year,Yes,47602,26,89
386638,Female,71,1,8,0,1-2 Year,Yes,39602,124,77
386639,Male,20,1,27,0,< 1 Year,Yes,27370,160,143
386640,Male,29,1,50,1,< 1 Year,No,32402,152,48
386641,Female,26,1,35,1,< 1 Year,No,2630,160,207
386642,Male,53,1,28,0,1-2 Year,Yes,41670,26,270
386643,Female,45,1,28,0,1-2 Year,Yes,43337,26,167
386644,Female,23,1,30,1,< 1 Year,No,31374,152,86
386645,Female,63,1,15,1,1-2 Year,Yes,22155,26,61
386646,Female,43,1,28,1,1-2 Year,No,39999,124,203
386647,Female,34,1,10,0,1-2 Year,Yes,41729,152,134
386648,Male,70,1,28,0,1-2 Year,Yes,42434,124,209
386649,Male,59,1,18,1,1-2 Year,No,33189,131,198
386650,Female,27,1,47,0,< 1 Year,No,31988,152,293
386651,Male,44,1,8,1,1-2 Year,No,45506,7,262
386652,Female,21,1,28,0,< 1 Year,Yes,2630,158,33
386653,Male,22,1,50,1,< 1 Year,No,28490,152,187
386654,Female,45,1,34,0,1-2 Year,Yes,32837,152,188
386655,Female,26,1,28,0,< 1 Year,Yes,33056,26,193
386656,Female,24,1,11,1,< 1 Year,No,28073,152,270
386657,Female,22,1,27,1,< 1 Year,No,2630,152,106
386658,Male,28,1,46,0,< 1 Year,Yes,2630,152,203
386659,Female,39,1,46,1,1-2 Year,No,33655,31,272
386660,Male,22,1,8,1,< 1 Year,No,37346,124,223
386661,Male,22,1,30,1,< 1 Year,No,31061,152,190
386662,Female,26,1,21,1,< 1 Year,No,24672,152,294
386663,Female,23,1,8,1,< 1 Year,No,39853,26,207
386664,Female,28,1,8,0,< 1 Year,No,35362,152,291
386665,Male,50,1,41,1,1-2 Year,No,39926,124,45
386666,Male,21,1,46,1,< 1 Year,No,25791,152,157
386667,Female,44,1,28,0,1-2 Year,Yes,32878,26,260
386668,Female,30,1,41,1,< 1 Year,No,42895,151,288
386669,Female,37,1,50,0,1-2 Year,Yes,2630,156,278
386670,Female,28,1,28,1,< 1 Year,No,39938,152,19
386671,Male,55,1,28,1,1-2 Year,No,41812,52,255
386672,Male,25,1,22,1,< 1 Year,No,2630,160,266
386673,Male,23,1,2,0,< 1 Year,No,23904,152,17
386674,Male,24,1,12,1,< 1 Year,No,23934,152,40
386675,Male,51,1,17,0,1-2 Year,Yes,2630,26,215
386676,Female,59,1,3,0,1-2 Year,Yes,2630,157,279
386677,Female,56,1,28,0,1-2 Year,Yes,28765,55,268
386678,Female,31,1,8,1,1-2 Year,No,47804,150,255
386679,Male,24,1,28,0,1-2 Year,Yes,45308,124,61
386680,Female,36,1,41,0,1-2 Year,Yes,36960,124,99
386681,Female,24,1,8,1,< 1 Year,No,41162,152,68
386682,Female,67,1,11,0,1-2 Year,Yes,26854,122,260
386683,Female,26,1,29,1,< 1 Year,No,39519,152,276
386684,Male,25,1,28,0,< 1 Year,Yes,50467,152,154
386685,Male,30,1,8,1,< 1 Year,No,32339,152,28
386686,Female,63,1,28,0,> 2 Years,Yes,37437,26,268
386687,Male,27,1,41,1,< 1 Year,No,33356,156,284
386688,Male,64,1,28,0,> 2 Years,Yes,32262,157,152
386689,Male,31,1,41,0,< 1 Year,Yes,25329,152,118
386690,Female,38,1,28,1,1-2 Year,No,45247,26,180
386691,Female,31,1,16,1,< 1 Year,No,23965,152,144
386692,Female,24,1,35,1,< 1 Year,No,45997,124,151
386693,Female,74,1,45,0,1-2 Year,Yes,27941,156,211
386694,Male,29,1,5,0,1-2 Year,Yes,2630,157,128
386695,Male,27,1,28,1,< 1 Year,Yes,32145,152,61
386696,Female,26,1,46,1,< 1 Year,No,32744,152,281
386697,Female,23,1,10,0,< 1 Year,Yes,37122,152,195
386698,Female,42,1,29,0,1-2 Year,Yes,43135,30,194
386699,Male,30,1,46,1,< 1 Year,No,33677,152,32
386700,Male,41,1,28,0,1-2 Year,Yes,38161,124,210
386701,Male,61,1,29,1,1-2 Year,No,33329,124,49
386702,Male,59,1,8,1,1-2 Year,No,44437,26,132
386703,Female,28,1,10,1,< 1 Year,No,2630,160,244
386704,Male,80,1,28,0,1-2 Year,Yes,27428,26,252
386705,Male,31,1,47,1,< 1 Year,No,32038,152,169
386706,Male,25,1,11,1,< 1 Year,No,33382,152,84
386707,Female,25,1,12,1,< 1 Year,No,23158,152,49
386708,Female,24,1,9,0,< 1 Year,Yes,27013,152,53
386709,Male,23,1,35,1,< 1 Year,No,56742,160,270
386710,Male,52,1,8,0,1-2 Year,Yes,25459,124,205
386711,Female,22,1,46,0,< 1 Year,Yes,25249,160,249
386712,Male,39,1,46,0,1-2 Year,Yes,25691,124,208
386713,Male,71,1,44,0,1-2 Year,Yes,35077,122,93
386714,Female,22,1,46,1,< 1 Year,No,22802,152,48
386715,Male,53,1,39,1,1-2 Year,No,42892,124,94
386716,Female,24,1,15,0,< 1 Year,Yes,24771,152,256
386717,Female,22,1,18,1,< 1 Year,No,32257,152,215
386718,Female,25,1,37,0,< 1 Year,Yes,2630,152,13
386719,Female,24,1,26,0,< 1 Year,Yes,33163,152,100
386720,Male,21,1,43,1,< 1 Year,No,43833,152,189
386721,Male,24,1,36,1,< 1 Year,No,29491,152,134
386722,Male,46,1,14,1,1-2 Year,No,2630,160,296
386723,Female,21,1,28,0,< 1 Year,Yes,34022,160,92
386724,Female,56,1,28,0,1-2 Year,Yes,46728,26,207
386725,Female,66,1,30,0,1-2 Year,Yes,2630,152,46
386726,Male,28,1,8,1,< 1 Year,No,37324,152,216
386727,Male,43,1,28,1,1-2 Year,Yes,42178,13,260
386728,Male,33,1,15,0,1-2 Year,No,32461,26,152
386729,Male,55,1,50,1,1-2 Year,No,35273,124,284
386730,Male,46,1,28,0,1-2 Year,Yes,30690,26,285
386731,Female,30,1,28,0,< 1 Year,Yes,44259,158,200
386732,Male,52,1,30,0,> 2 Years,Yes,30537,26,71
386733,Female,62,1,28,1,1-2 Year,No,2630,124,257
386734,Female,26,1,33,1,< 1 Year,No,2630,152,200
386735,Male,72,1,8,1,1-2 Year,No,33837,26,161
386736,Male,56,1,28,0,> 2 Years,Yes,43537,26,235
386737,Female,45,1,47,0,> 2 Years,Yes,32035,124,125
386738,Male,43,1,29,1,1-2 Year,No,22674,124,64
386739,Male,42,1,34,1,1-2 Year,No,34358,152,13
386740,Male,23,1,41,1,< 1 Year,No,27302,152,285
386741,Female,32,1,28,0,1-2 Year,Yes,2630,156,166
386742,Male,54,1,35,1,1-2 Year,No,23779,26,57
386743,Female,24,1,25,0,< 1 Year,Yes,27249,160,120
386744,Female,51,1,35,0,> 2 Years,Yes,2630,26,84
386745,Female,34,1,37,1,1-2 Year,No,32238,152,184
386746,Female,53,1,15,1,1-2 Year,No,34584,157,19
386747,Female,43,1,28,0,1-2 Year,Yes,42161,26,240
386748,Female,36,1,28,0,1-2 Year,Yes,42252,26,65
386749,Female,24,1,22,0,< 1 Year,Yes,33149,152,114
386750,Female,24,1,47,1,< 1 Year,No,20762,152,252
386751,Female,21,1,17,0,< 1 Year,Yes,25673,160,190
386752,Female,27,1,43,1,< 1 Year,No,37525,152,197
386753,Male,23,1,11,1,< 1 Year,No,26924,152,209
386754,Female,50,1,28,0,1-2 Year,Yes,33441,26,60
386755,Male,23,1,30,0,< 1 Year,No,25919,152,51
386756,Male,53,1,48,0,1-2 Year,Yes,2630,26,236
386757,Male,54,1,28,1,1-2 Year,No,34946,26,192
386758,Female,23,1,6,1,< 1 Year,No,20205,152,209
386759,Male,34,1,50,1,1-2 Year,No,35639,152,147
386760,Female,23,1,35,1,< 1 Year,No,32339,152,250
386761,Female,24,1,8,1,< 1 Year,No,42898,152,85
386762,Female,46,1,28,0,1-2 Year,Yes,42136,26,165
386763,Male,23,1,37,0,< 1 Year,Yes,34979,152,178
386764,Female,70,1,28,1,1-2 Year,No,23709,26,151
386765,Female,24,1,41,1,< 1 Year,No,34638,152,193
386766,Female,59,1,3,0,1-2 Year,Yes,38870,26,298
386767,Female,21,1,41,1,< 1 Year,No,28718,152,77
386768,Male,41,1,28,0,1-2 Year,Yes,38528,128,111
386769,Female,21,1,30,1,< 1 Year,No,27286,160,224
386770,Female,45,1,10,0,1-2 Year,Yes,25348,124,141
386771,Male,57,1,15,0,1-2 Year,Yes,2630,26,205
386772,Male,70,1,28,0,> 2 Years,Yes,57019,124,107
386773,Female,44,1,28,0,1-2 Year,Yes,42690,26,116
386774,Female,24,1,15,0,< 1 Year,Yes,2630,160,167
386775,Male,21,1,15,0,< 1 Year,Yes,35943,160,155
386776,Male,42,1,8,1,1-2 Year,No,42995,124,229
386777,Female,25,1,11,1,< 1 Year,No,26891,152,171
386778,Female,55,1,46,0,1-2 Year,Yes,23120,26,158
386779,Female,48,1,29,0,1-2 Year,No,36515,124,251
386780,Female,46,1,28,1,1-2 Year,No,40048,55,159
386781,Female,37,1,28,0,1-2 Year,Yes,32390,124,130
386782,Female,27,1,36,1,< 1 Year,No,51306,160,61
386783,Female,25,1,6,1,< 1 Year,No,23220,152,118
386784,Male,42,1,8,0,1-2 Year,No,28983,124,129
386785,Male,51,1,15,1,1-2 Year,No,27175,31,87
386786,Male,28,1,28,1,< 1 Year,No,30570,152,174
386787,Female,24,1,46,1,< 1 Year,No,29737,152,109
386788,Male,62,1,0,0,1-2 Year,No,2630,56,74
386789,Male,69,1,28,0,> 2 Years,Yes,43628,26,80
386790,Female,23,1,18,0,< 1 Year,Yes,21758,152,225
386791,Female,22,1,30,1,< 1 Year,No,27095,152,40
386792,Female,25,1,27,0,< 1 Year,Yes,28119,152,263
386793,Male,30,1,50,1,< 1 Year,No,40202,152,294
386794,Female,77,1,28,0,1-2 Year,Yes,27899,122,51
386795,Female,48,1,19,0,1-2 Year,Yes,34949,124,269
386796,Male,40,1,28,0,1-2 Year,Yes,38490,124,149
386797,Female,25,1,29,1,< 1 Year,No,27168,152,174
386798,Female,53,1,28,0,1-2 Year,Yes,44247,124,273
386799,Female,45,1,28,0,1-2 Year,Yes,48490,122,195
386800,Female,37,1,18,1,1-2 Year,No,34310,152,58
386801,Female,24,1,41,1,< 1 Year,No,42950,152,205
386802,Male,24,1,8,1,< 1 Year,No,38217,152,191
386803,Male,69,1,11,1,1-2 Year,No,39665,120,41
386804,Male,24,1,8,1,< 1 Year,No,45973,152,245
386805,Female,70,1,49,1,1-2 Year,No,46164,26,33
386806,Male,27,1,33,1,< 1 Year,No,2630,160,125
386807,Female,61,1,11,0,1-2 Year,Yes,38243,154,129
386808,Male,38,1,28,0,1-2 Year,Yes,2630,156,264
386809,Male,44,1,20,1,1-2 Year,No,2630,124,182
386810,Female,54,1,14,0,1-2 Year,Yes,2630,154,284
386811,Male,65,1,28,1,1-2 Year,No,25780,124,59
386812,Female,44,1,37,0,1-2 Year,Yes,16665,26,283
386813,Female,28,1,28,1,< 1 Year,No,29596,152,231
386814,Female,35,1,50,0,1-2 Year,Yes,30806,122,31
386815,Female,24,1,15,1,< 1 Year,No,29543,152,187
386816,Female,23,1,33,1,< 1 Year,No,38861,152,213
386817,Male,21,1,37,0,< 1 Year,Yes,25383,160,229
386818,Male,21,1,27,1,< 1 Year,No,27552,160,17
386819,Male,55,1,19,0,1-2 Year,Yes,2630,26,93
386820,Male,47,1,28,0,1-2 Year,Yes,2630,124,89
386821,Male,51,1,46,0,1-2 Year,Yes,29152,157,219
386822,Male,23,1,40,0,< 1 Year,Yes,28458,26,193
386823,Female,33,1,46,0,1-2 Year,Yes,2630,124,184
386824,Male,61,1,19,1,1-2 Year,Yes,32679,26,264
386825,Female,26,1,28,0,< 1 Year,Yes,32341,152,260
386826,Female,37,1,41,0,1-2 Year,Yes,21358,124,107
386827,Male,49,1,28,0,1-2 Year,Yes,70864,26,227
386828,Male,33,1,8,0,< 1 Year,Yes,45131,154,247
386829,Female,27,1,8,0,< 1 Year,Yes,46545,152,16
386830,Male,24,1,30,1,< 1 Year,No,35447,152,175
386831,Female,31,1,2,1,< 1 Year,No,29074,152,236
386832,Female,23,1,22,1,< 1 Year,No,25524,152,88
386833,Female,25,1,28,1,< 1 Year,No,73102,152,117
386834,Male,23,1,35,1,< 1 Year,No,26661,152,211
386835,Male,34,1,28,1,1-2 Year,No,64582,152,54
386836,Male,21,1,8,0,< 1 Year,Yes,36946,160,249
386837,Male,63,1,29,0,> 2 Years,Yes,39996,124,260
386838,Male,51,1,8,0,1-2 Year,Yes,44603,7,10
386839,Male,67,1,40,1,1-2 Year,No,27255,29,265
386840,Male,25,1,40,1,< 1 Year,No,41887,152,75
386841,Male,23,1,11,1,< 1 Year,No,39169,152,280
386842,Female,31,1,14,1,< 1 Year,No,2630,152,84
386843,Female,50,1,11,0,1-2 Year,Yes,59727,124,274
386844,Male,24,1,14,1,< 1 Year,No,49375,152,44
386845,Male,24,1,36,1,< 1 Year,No,40963,152,279
386846,Male,24,1,28,1,< 1 Year,No,35849,152,184
386847,Male,38,1,31,0,1-2 Year,Yes,2630,156,66
386848,Female,21,1,2,0,< 1 Year,Yes,29550,152,294
386849,Male,43,1,28,0,1-2 Year,Yes,39329,124,246
386850,Female,24,1,49,1,< 1 Year,No,37505,152,283
386851,Male,22,1,50,0,< 1 Year,Yes,44564,152,60
